CURSO,TURNO,CAMPUS,ANO,SEM,QUANTIDADE,CATEGORIA_TURNO,ANO_STR,DATA,SIGLA_CURSO
34A-DIREITO,NOTURNO,JUIZ DE FORA,2006,2,44,OUTRO,Ano-2006,2006-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2007,1,40,OUTRO,Ano-2007,2007-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2007,2,41,OUTRO,Ano-2007,2007-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2008,1,41,OUTRO,Ano-2008,2008-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2008,2,45,OUTRO,Ano-2008,2008-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2009,1,42,OUTRO,Ano-2009,2009-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2009,2,44,OUTRO,Ano-2009,2009-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2010,1,52,OUTRO,Ano-2010,2010-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2010,2,50,OUTRO,Ano-2010,2010-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2011,1,55,OUTRO,Ano-2011,2011-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2011,2,52,OUTRO,Ano-2011,2011-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2012,1,52,OUTRO,Ano-2012,2012-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2012,2,55,OUTRO,Ano-2012,2012-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2013,1,65,OUTRO,Ano-2013,2013-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2013,2,55,OUTRO,Ano-2013,2013-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2014,1,79,OUTRO,Ano-2014,2014-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2014,2,53,OUTRO,Ano-2014,2014-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2015,1,49,OUTRO,Ano-2015,2015-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2015,2,55,OUTRO,Ano-2015,2015-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2016,1,56,OUTRO,Ano-2016,2016-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2016,2,52,OUTRO,Ano-2016,2016-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2017,1,64,OUTRO,Ano-2017,2017-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2017,2,52,OUTRO,Ano-2017,2017-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2018,1,49,OUTRO,Ano-2018,2018-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2018,2,51,OUTRO,Ano-2018,2018-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2019,1,53,OUTRO,Ano-2019,2019-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2019,2,51,OUTRO,Ano-2019,2019-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2020,1,49,OUTRO,Ano-2020,2020-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2020,2,43,OUTRO,Ano-2020,2020-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2021,1,47,OUTRO,Ano-2021,2021-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2021,2,50,OUTRO,Ano-2021,2021-07-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2022,1,47,OUTRO,Ano-2022,2022-01-01,34A
34A-DIREITO,NOTURNO,JUIZ DE FORA,2022,2,47,OUTRO,Ano-2022,2022-07-01,34A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2001,2,1,OUTRO,Ano-2001,2001-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2002,2,1,OUTRO,Ano-2002,2002-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2003,1,2,OUTRO,Ano-2003,2003-01-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2003,2,30,OUTRO,Ano-2003,2003-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2004,1,3,OUTRO,Ano-2004,2004-01-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2004,2,35,OUTRO,Ano-2004,2004-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2005,1,1,OUTRO,Ano-2005,2005-01-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2005,2,31,OUTRO,Ano-2005,2005-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2006,1,2,OUTRO,Ano-2006,2006-01-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2006,2,42,OUTRO,Ano-2006,2006-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2007,1,2,OUTRO,Ano-2007,2007-01-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2007,2,31,OUTRO,Ano-2007,2007-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2008,2,32,OUTRO,Ano-2008,2008-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2009,1,1,OUTRO,Ano-2009,2009-01-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2009,2,42,OUTRO,Ano-2009,2009-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2010,2,42,OUTRO,Ano-2010,2010-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2011,2,44,OUTRO,Ano-2011,2011-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2012,2,42,OUTRO,Ano-2012,2012-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2013,1,9,OUTRO,Ano-2013,2013-01-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2013,2,31,OUTRO,Ano-2013,2013-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2014,1,2,OUTRO,Ano-2014,2014-01-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2014,2,37,OUTRO,Ano-2014,2014-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2015,2,46,OUTRO,Ano-2015,2015-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2016,1,2,OUTRO,Ano-2016,2016-01-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2016,2,43,OUTRO,Ano-2016,2016-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2017,1,2,OUTRO,Ano-2017,2017-01-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2017,2,37,OUTRO,Ano-2017,2017-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2018,1,2,OUTRO,Ano-2018,2018-01-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2018,2,39,OUTRO,Ano-2018,2018-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2019,1,1,OUTRO,Ano-2019,2019-01-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2019,2,41,OUTRO,Ano-2019,2019-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2020,1,4,OUTRO,Ano-2020,2020-01-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2020,2,33,OUTRO,Ano-2020,2020-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2021,2,37,OUTRO,Ano-2021,2021-07-01,35A
35A-CIÊNCIA DA COMPUTAÇÃO,NOTURNO,JUIZ DE FORA,2022,2,35,OUTRO,Ano-2022,2022-07-01,35A
36A-MATEMÁTICA - EAD - BICAS,INTEGRAL,JUIZ DE FORA,2005,2,30,OUTRO,Ano-2005,2005-07-01,36A
37A-PEDAGOGIA - EAD - POLO BICAS,INTEGRAL,JUIZ DE FORA,2005,2,30,OUTRO,Ano-2005,2005-07-01,37A
37A-PEDAGOGIA - EAD - POLO BICAS,INTEGRAL,JUIZ DE FORA,2007,2,50,OUTRO,Ano-2007,2007-07-01,37A
37A-PEDAGOGIA - EAD - POLO BICAS,INTEGRAL,JUIZ DE FORA,2008,1,1,OUTRO,Ano-2008,2008-01-01,37A
37A-PEDAGOGIA - EAD - POLO BICAS,INTEGRAL,JUIZ DE FORA,2009,1,47,OUTRO,Ano-2009,2009-01-01,37A
37A-PEDAGOGIA - EAD - POLO BICAS,INTEGRAL,JUIZ DE FORA,2012,2,50,OUTRO,Ano-2012,2012-07-01,37A
37A-PEDAGOGIA - EAD - POLO BICAS,INTEGRAL,JUIZ DE FORA,2017,2,37,OUTRO,Ano-2017,2017-07-01,37A
37A-PEDAGOGIA - EAD - POLO BICAS,INTEGRAL,JUIZ DE FORA,2020,2,69,OUTRO,Ano-2020,2020-07-01,37A
37B-PEDAGOGIA - EAD - POLO JACUTINGA,INTEGRAL,JUIZ DE FORA,2005,2,30,OUTRO,Ano-2005,2005-07-01,37B
37C-PEDAGOGIA - EAD - POLO NEPOMUCENO,INTEGRAL,JUIZ DE FORA,2005,2,30,OUTRO,Ano-2005,2005-07-01,37C
37D-PEDAGOGIA - EAD - POLO CATAGUASES,INTEGRAL,JUIZ DE FORA,2006,1,31,OUTRO,Ano-2006,2006-01-01,37D
37D-PEDAGOGIA - EAD - POLO CATAGUASES,INTEGRAL,JUIZ DE FORA,2017,2,36,OUTRO,Ano-2017,2017-07-01,37D
37E-PEDAGOGIA - EAD - POLO RIO POMBA,INTEGRAL,JUIZ DE FORA,2006,1,32,OUTRO,Ano-2006,2006-01-01,37E
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA,INTEGRAL,JUIZ DE FORA,2007,2,50,OUTRO,Ano-2007,2007-07-01,37F
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA,INTEGRAL,JUIZ DE FORA,2009,1,50,OUTRO,Ano-2009,2009-01-01,37F
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA,INTEGRAL,JUIZ DE FORA,2011,1,50,OUTRO,Ano-2011,2011-01-01,37F
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA,INTEGRAL,JUIZ DE FORA,2012,2,52,OUTRO,Ano-2012,2012-07-01,37F
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA,INTEGRAL,JUIZ DE FORA,2014,1,42,OUTRO,Ano-2014,2014-01-01,37F
37F-PEDAGOGIA - EAD - POLO BOA ESPERANÇA,INTEGRAL,JUIZ DE FORA,2016,2,43,OUTRO,Ano-2016,2016-07-01,37F
37G-PEDAGOGIA - EAD - POLO COROMANDEL,INTEGRAL,JUIZ DE FORA,2007,2,50,OUTRO,Ano-2007,2007-07-01,37G
37G-PEDAGOGIA - EAD - POLO COROMANDEL,INTEGRAL,JUIZ DE FORA,2009,1,49,OUTRO,Ano-2009,2009-01-01,37G
37G-PEDAGOGIA - EAD - POLO COROMANDEL,INTEGRAL,JUIZ DE FORA,2014,1,39,OUTRO,Ano-2014,2014-01-01,37G
37G-PEDAGOGIA - EAD - POLO COROMANDEL,INTEGRAL,JUIZ DE FORA,2016,2,46,OUTRO,Ano-2016,2016-07-01,37G
37H-PEDAGOGIA - EAD - POLO ILICINEA,INTEGRAL,JUIZ DE FORA,2007,2,50,OUTRO,Ano-2007,2007-07-01,37H
37H-PEDAGOGIA - EAD - POLO ILICINEA,INTEGRAL,JUIZ DE FORA,2008,1,5,OUTRO,Ano-2008,2008-01-01,37H
37H-PEDAGOGIA - EAD - POLO ILICINEA,INTEGRAL,JUIZ DE FORA,2009,1,48,OUTRO,Ano-2009,2009-01-01,37H
37H-PEDAGOGIA - EAD - POLO ILICINEA,INTEGRAL,JUIZ DE FORA,2011,2,54,OUTRO,Ano-2011,2011-07-01,37H
37H-PEDAGOGIA - EAD - POLO ILICINEA,INTEGRAL,JUIZ DE FORA,2012,2,49,OUTRO,Ano-2012,2012-07-01,37H
37H-PEDAGOGIA - EAD - POLO ILICINEA,INTEGRAL,JUIZ DE FORA,2014,1,28,OUTRO,Ano-2014,2014-01-01,37H
37I-PEDAGOGIA - EAD - POLO PESCADOR,INTEGRAL,JUIZ DE FORA,2007,2,49,OUTRO,Ano-2007,2007-07-01,37I
37I-PEDAGOGIA - EAD - POLO PESCADOR,INTEGRAL,JUIZ DE FORA,2008,1,5,OUTRO,Ano-2008,2008-01-01,37I
37J-PEDAGOGIA - EAD - POLO SALINAS,INTEGRAL,JUIZ DE FORA,2007,2,50,OUTRO,Ano-2007,2007-07-01,37J
37J-PEDAGOGIA - EAD - POLO SALINAS,INTEGRAL,JUIZ DE FORA,2008,1,1,OUTRO,Ano-2008,2008-01-01,37J
37J-PEDAGOGIA - EAD - POLO SALINAS,INTEGRAL,JUIZ DE FORA,2009,1,48,OUTRO,Ano-2009,2009-01-01,37J
37J-PEDAGOGIA - EAD - POLO SALINAS,INTEGRAL,JUIZ DE FORA,2011,2,50,OUTRO,Ano-2011,2011-07-01,37J
37J-PEDAGOGIA - EAD - POLO SALINAS,INTEGRAL,JUIZ DE FORA,2012,2,39,OUTRO,Ano-2012,2012-07-01,37J
37J-PEDAGOGIA - EAD - POLO SALINAS,INTEGRAL,JUIZ DE FORA,2013,1,7,OUTRO,Ano-2013,2013-01-01,37J
37K-PEDAGOGIA - EAD - POLO SANTA RITA DE CALDAS,INTEGRAL,JUIZ DE FORA,2007,2,46,OUTRO,Ano-2007,2007-07-01,37K
37K-PEDAGOGIA - EAD - POLO SANTA RITA DE CALDAS,INTEGRAL,JUIZ DE FORA,2009,1,24,OUTRO,Ano-2009,2009-01-01,37K
37L-PEDAGOGIA - EAD - POLO DURANDÉ,INTEGRAL,JUIZ DE FORA,2009,1,24,OUTRO,Ano-2009,2009-01-01,37L
37L-PEDAGOGIA - EAD - POLO DURANDÉ,INTEGRAL,JUIZ DE FORA,2016,2,48,OUTRO,Ano-2016,2016-07-01,37L
37L-PEDAGOGIA - EAD - POLO DURANDÉ,INTEGRAL,JUIZ DE FORA,2020,2,23,OUTRO,Ano-2020,2020-07-01,37L
37M-PEDAGOGIA - EAD - POLO IPANEMA,INTEGRAL,JUIZ DE FORA,2009,1,47,OUTRO,Ano-2009,2009-01-01,37M
37M-PEDAGOGIA - EAD - POLO IPANEMA,INTEGRAL,JUIZ DE FORA,2011,2,52,OUTRO,Ano-2011,2011-07-01,37M
37M-PEDAGOGIA - EAD - POLO IPANEMA,INTEGRAL,JUIZ DE FORA,2012,2,48,OUTRO,Ano-2012,2012-07-01,37M
37M-PEDAGOGIA - EAD - POLO IPANEMA,INTEGRAL,JUIZ DE FORA,2014,1,41,OUTRO,Ano-2014,2014-01-01,37M
37M-PEDAGOGIA - EAD - POLO IPANEMA,INTEGRAL,JUIZ DE FORA,2016,2,38,OUTRO,Ano-2016,2016-07-01,37M
37N-PEDAGOGIA - EAD - POLO TIRADENTES,INTEGRAL,JUIZ DE FORA,2009,1,44,OUTRO,Ano-2009,2009-01-01,37N
37N-PEDAGOGIA - EAD - POLO TIRADENTES,INTEGRAL,JUIZ DE FORA,2014,1,30,OUTRO,Ano-2014,2014-01-01,37N
37O-PEDAGOGIA - EAD - POLO MANTENA,INTEGRAL,JUIZ DE FORA,2011,2,53,OUTRO,Ano-2011,2011-07-01,37O
37P-PEDAGOGIA - EAD - POLO BARROSO,INTEGRAL,JUIZ DE FORA,2012,2,48,OUTRO,Ano-2012,2012-07-01,37P
37P-PEDAGOGIA - EAD - POLO BARROSO,INTEGRAL,JUIZ DE FORA,2016,2,46,OUTRO,Ano-2016,2016-07-01,37P
37Q-PEDAGOGIA - EAD - POLO CONSELHEIRO LAFAIETE,INTEGRAL,JUIZ DE FORA,2017,2,37,OUTRO,Ano-2017,2017-07-01,37Q
37R-PEDAGOGIA - EAD - POLO SETE LAGOAS,INTEGRAL,JUIZ DE FORA,2017,2,33,OUTRO,Ano-2017,2017-07-01,37R
37S-PEDAGOGIA - EAD - POLO TIMÓTEO,INTEGRAL,JUIZ DE FORA,2017,2,33,OUTRO,Ano-2017,2017-07-01,37S
37T-PEDAGOGIA - EAD - POLO UBÁ,INTEGRAL,JUIZ DE FORA,2017,2,32,OUTRO,Ano-2017,2017-07-01,37T
37U-PEDAGOGIA - EAD - POLO ANDRELÂNDIA,INTEGRAL,JUIZ DE FORA,2020,2,32,OUTRO,Ano-2020,2020-07-01,37U
37V-PEDAGOGIA - EAD - POLO GOVERNADOR VALADARES,INTEGRAL,JUIZ DE FORA,2020,2,20,OUTRO,Ano-2020,2020-07-01,37V
37X-PEDAGOGIA - EAD - POLO ITAMONTE,INTEGRAL,JUIZ DE FORA,2020,2,31,OUTRO,Ano-2020,2020-07-01,37X
37Z-PEDAGOGIA - EAD - POLO MONTE SIÃO,INTEGRAL,JUIZ DE FORA,2020,2,29,OUTRO,Ano-2020,2020-07-01,37Z
39A-GEOGRAFIA - TEFE,DIURNO,JUIZ DE FORA,1988,1,49,DIURNO,Ano-1988,1988-01-01,39A
39A-GEOGRAFIA - TEFE,DIURNO,JUIZ DE FORA,1993,1,1,DIURNO,Ano-1993,1993-01-01,39A
40A-HISTORIA - TEFE,DIURNO,JUIZ DE FORA,1988,1,48,DIURNO,Ano-1988,1988-01-01,40A
40A-HISTORIA - TEFE,DIURNO,JUIZ DE FORA,1993,1,2,DIURNO,Ano-1993,1993-01-01,40A
41A-LETRAS - TEFE,DIURNO,JUIZ DE FORA,1988,1,51,DIURNO,Ano-1988,1988-01-01,41A
41A-LETRAS - TEFE,DIURNO,JUIZ DE FORA,1993,1,1,DIURNO,Ano-1993,1993-01-01,41A
42A-MATEMÁTICA - CONSELHEIRO PENA,DIURNO,JUIZ DE FORA,1988,1,2,DIURNO,Ano-1988,1988-01-01,42A
42A-MATEMÁTICA - CONSELHEIRO PENA,DIURNO,JUIZ DE FORA,1997,2,28,DIURNO,Ano-1997,1997-07-01,42A
43A-GEOGRAFIA - CONSELHEIRO PENA,DIURNO,JUIZ DE FORA,1988,1,2,DIURNO,Ano-1988,1988-01-01,43A
43A-GEOGRAFIA - CONSELHEIRO PENA,DIURNO,JUIZ DE FORA,1997,1,48,DIURNO,Ano-1997,1997-01-01,43A
44A-HISTÓRIA - CONSELHEIRO PENA,DIURNO,JUIZ DE FORA,1988,1,4,DIURNO,Ano-1988,1988-01-01,44A
44A-HISTÓRIA - CONSELHEIRO PENA,DIURNO,JUIZ DE FORA,1997,1,46,DIURNO,Ano-1997,1997-01-01,44A
45A-LETRAS - CONSELHEIRO PENA,DIURNO,JUIZ DE FORA,1988,1,6,DIURNO,Ano-1988,1988-01-01,45A
45A-LETRAS - CONSELHEIRO PENA,DIURNO,JUIZ DE FORA,1997,1,44,DIURNO,Ano-1997,1997-01-01,45A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,1988,1,1,OUTRO,Ano-1988,1988-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,1996,1,4,OUTRO,Ano-1996,1996-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,1997,1,1,OUTRO,Ano-1997,1997-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,1997,2,1,OUTRO,Ano-1997,1997-07-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,1998,1,2,OUTRO,Ano-1998,1998-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,1999,2,58,OUTRO,Ano-1999,1999-07-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2000,1,11,OUTRO,Ano-2000,2000-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2000,2,21,OUTRO,Ano-2000,2000-07-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2001,1,25,OUTRO,Ano-2001,2001-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2001,2,28,OUTRO,Ano-2001,2001-07-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2002,1,29,OUTRO,Ano-2002,2002-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2002,2,2,OUTRO,Ano-2002,2002-07-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2003,1,42,OUTRO,Ano-2003,2003-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2004,1,50,OUTRO,Ano-2004,2004-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2004,2,20,OUTRO,Ano-2004,2004-07-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2005,1,53,OUTRO,Ano-2005,2005-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2005,2,1,OUTRO,Ano-2005,2005-07-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2006,1,44,OUTRO,Ano-2006,2006-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2007,1,41,OUTRO,Ano-2007,2007-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2008,1,43,OUTRO,Ano-2008,2008-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2008,2,1,OUTRO,Ano-2008,2008-07-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2009,1,46,OUTRO,Ano-2009,2009-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2010,1,41,OUTRO,Ano-2010,2010-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2010,2,1,OUTRO,Ano-2010,2010-07-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2011,1,43,OUTRO,Ano-2011,2011-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2012,1,42,OUTRO,Ano-2012,2012-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2013,1,42,OUTRO,Ano-2013,2013-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2013,2,1,OUTRO,Ano-2013,2013-07-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2014,1,75,OUTRO,Ano-2014,2014-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2015,1,37,OUTRO,Ano-2015,2015-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2015,2,1,OUTRO,Ano-2015,2015-07-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2016,1,40,OUTRO,Ano-2016,2016-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2016,2,2,OUTRO,Ano-2016,2016-07-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2017,1,41,OUTRO,Ano-2017,2017-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2017,2,2,OUTRO,Ano-2017,2017-07-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2018,1,40,OUTRO,Ano-2018,2018-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2018,2,3,OUTRO,Ano-2018,2018-07-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2019,1,36,OUTRO,Ano-2019,2019-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2020,1,38,OUTRO,Ano-2020,2020-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2021,1,36,OUTRO,Ano-2021,2021-01-01,46A
46A-ADMINISTRAÇÃO,NOTURNO,JUIZ DE FORA,2022,1,38,OUTRO,Ano-2022,2022-01-01,46A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,1997,2,1,OUTRO,Ano-1997,1997-07-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,1999,2,1,OUTRO,Ano-1999,1999-07-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2000,1,40,OUTRO,Ano-2000,2000-01-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2000,2,12,OUTRO,Ano-2000,2000-07-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2001,1,20,OUTRO,Ano-2001,2001-01-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2001,2,21,OUTRO,Ano-2001,2001-07-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2002,1,22,OUTRO,Ano-2002,2002-01-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2002,2,15,OUTRO,Ano-2002,2002-07-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2003,1,27,OUTRO,Ano-2003,2003-01-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2003,2,25,OUTRO,Ano-2003,2003-07-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2004,1,29,OUTRO,Ano-2004,2004-01-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2004,2,39,OUTRO,Ano-2004,2004-07-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2005,1,40,OUTRO,Ano-2005,2005-01-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2005,2,25,OUTRO,Ano-2005,2005-07-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2006,1,28,OUTRO,Ano-2006,2006-01-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2006,2,27,OUTRO,Ano-2006,2006-07-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2007,1,27,OUTRO,Ano-2007,2007-01-01,47A
47A-COMUNICAÇÃO SOCIAL,NOTURNO,JUIZ DE FORA,2007,2,25,OUTRO,Ano-2007,2007-07-01,47A
